"year","zone","rooms","measure","value"
"2011","S01002300","1.0","Count",0
"2012","S01002300","2.0","Count",6
"2006","S01002300","2.0","Count",7
"2009","S01002300","2.0","Count",6
"2011","S01002300","2.0","Count",6
"2008","S01002300","2.0","Count",6
"2013","S01002300","2.0","Count",6
"2007","S01002300","2.0","Count",7
"2010","S01002300","2.0","Count",6
"2012","S01002300","3.0","Count",67
"2013","S01002300","3.0","Count",67
"2010","S01002300","3.0","Count",67
"2007","S01002300","3.0","Count",67
"2008","S01002300","3.0","Count",67
"2011","S01002300","3.0","Count",67
"2006","S01002300","3.0","Count",68
"2009","S01002300","3.0","Count",67
"2011","S01002300","4.0","Count",82
"2006","S01002300","4.0","Count",81
"2013","S01002300","4.0","Count",82
"2012","S01002300","4.0","Count",82
"2010","S01002300","4.0","Count",82
"2009","S01002300","4.0","Count",82
"2007","S01002300","4.0","Count",81
"2008","S01002300","4.0","Count",82
"2011","S01002300","10+","Ratio","2.74"
"2012","S01002300","10+","Ratio","2.74"
"2008","S01002300","10+","Ratio","2.74"
"2009","S01002300","10+","Ratio","2.74"
"2007","S01002300","10+","Ratio","2.74"
"2010","S01002300","10+","Ratio","2.74"
"2013","S01002300","10+","Ratio","2.74"
"2006","S01002300","10+","Ratio","2.74"
"2009","S01002300","1-3","Ratio",20
"2013","S01002300","1-3","Ratio",20
"2012","S01002300","1-3","Ratio",20
"2007","S01002300","1-3","Ratio","20.27"
"2006","S01002300","1-3","Ratio","20.55"
"2011","S01002300","1-3","Ratio",20
"2010","S01002300","1-3","Ratio",20
"2008","S01002300","1-3","Ratio",20
"2007","S01002300","4-6","Ratio","65.48"
"2010","S01002300","4-6","Ratio","65.48"
"2008","S01002300","4-6","Ratio","65.48"
"2011","S01002300","4-6","Ratio","65.48"
"2006","S01002300","4-6","Ratio","65.48"
"2012","S01002300","4-6","Ratio","65.21"
"2009","S01002300","4-6","Ratio","65.48"
"2013","S01002300","4-6","Ratio","65.21"
"2008","S01002300","7-9","Ratio","11.78"
"2007","S01002300","7-9","Ratio","11.51"
"2009","S01002300","7-9","Ratio","11.78"
"2013","S01002300","7-9","Ratio","12.05"
"2010","S01002300","7-9","Ratio","11.78"
"2011","S01002300","7-9","Ratio","11.78"
"2006","S01002300","7-9","Ratio","11.23"
"2012","S01002300","7-9","Ratio","12.05"
"2006","S01002300","Unknown","Ratio",0
"2010","S01002300","Unknown","Ratio",0
"2012","S01002300","Unknown","Ratio",0
"2007","S01002300","Unknown","Ratio",0
"2008","S01002300","Unknown","Ratio",0
"2011","S01002300","Unknown","Ratio",0
"2009","S01002300","Unknown","Ratio",0
"2013","S01002300","Unknown","Ratio",0
"2007","S01002301","Median","Count",4
"2008","S01002301","5.0","Count",119
"2013","S01002301","5.0","Count",134
"2006","S01002301","5.0","Count",112
"2011","S01002301","5.0","Count",135
"2009","S01002301","5.0","Count",119
"2012","S01002301","5.0","Count",134
"2010","S01002301","5.0","Count",135
"2007","S01002301","5.0","Count",112
"2010","S01002301","6.0","Count",9
"2013","S01002301","6.0","Count",10
"2006","S01002301","6.0","Count",7
"2009","S01002301","6.0","Count",7
"2008","S01002301","6.0","Count",7
"2011","S01002301","6.0","Count",9
"2007","S01002301","6.0","Count",7
"2012","S01002301","6.0","Count",10
"2009","S01002301","7.0","Count",2
"2007","S01002301","7.0","Count",2
"2010","S01002301","7.0","Count",2
"2011","S01002301","7.0","Count",2
"2006","S01002301","7.0","Count",2
"2013","S01002301","7.0","Count",2
"2012","S01002301","7.0","Count",2
"2008","S01002301","7.0","Count",2
"2013","S01002301","8.0","Count",0
"2011","S01002301","8.0","Count",0
"2008","S01002301","8.0","Count",0
"2012","S01002301","8.0","Count",0
"2006","S01002301","8.0","Count",0
"2009","S01002301","8.0","Count",0
"2007","S01002301","8.0","Count",0
"2010","S01002301","8.0","Count",0
"2011","S01002301","9.0","Count",0
"2006","S01002301","9.0","Count",0
"2010","S01002301","9.0","Count",0
"2009","S01002301","9.0","Count",0
"2007","S01002301","9.0","Count",0
"2008","S01002301","9.0","Count",0
"2013","S01002301","9.0","Count",0
"2012","S01002301","9.0","Count",0
"2006","S01002301","Unknown","Count",0
"2007","S01002301","Unknown","Count",0
"2008","S01002301","Unknown","Count",0
"2009","S01002301","Unknown","Count",0
"2010","S01002301","Unknown","Count",0
"2011","S01002301","Unknown","Count",0
"2012","S01002301","Unknown","Count",0
"2013","S01002301","Unknown","Count",0
"2008","S01002301","1.0","Count",0
"2006","S01002301","1.0","Count",0
"2007","S01002301","1.0","Count",0
"2012","S01002301","1.0","Count",0
"2013","S01002301","1.0","Count",0
"2010","S01002301","1.0","Count",0
"2009","S01002301","1.0","Count",0
"2011","S01002301","1.0","Count",0
"2012","S01002301","2.0","Count",125
"2006","S01002301","2.0","Count",7
"2009","S01002301","2.0","Count",108
"2011","S01002301","2.0","Count",122
"2008","S01002301","2.0","Count",47
"2013","S01002301","2.0","Count",123
"2007","S01002301","2.0","Count",22
"2010","S01002301","2.0","Count",112
"2012","S01002301","3.0","Count",542
"2013","S01002301","3.0","Count",526
"2010","S01002301","3.0","Count",420
"2007","S01002301","3.0","Count",158
"2008","S01002301","3.0","Count",286
"2011","S01002301","3.0","Count",519
"2006","S01002301","3.0","Count",108
"2009","S01002301","3.0","Count",386
"2011","S01002301","4.0","Count",291
"2006","S01002301","4.0","Count",205
"2013","S01002301","4.0","Count",295
"2012","S01002301","4.0","Count",299
"2010","S01002301","4.0","Count",263
"2009","S01002301","4.0","Count",250
"2007","S01002301","4.0","Count",208
"2008","S01002301","4.0","Count",233
"2011","S01002301","10+","Ratio",0
"2012","S01002301","10+","Ratio",0
"2008","S01002301","10+","Ratio",0
"2009","S01002301","10+","Ratio",0
"2007","S01002301","10+","Ratio",0
"2010","S01002301","10+","Ratio",0
"2013","S01002301","10+","Ratio",0
"2006","S01002301","10+","Ratio",0
"2009","S01002301","1-3","Ratio","56.65"
"2013","S01002301","1-3","Ratio","59.54"
"2012","S01002301","1-3","Ratio","59.98"
"2007","S01002301","1-3","Ratio","35.36"
"2006","S01002301","1-3","Ratio","26.08"
"2011","S01002301","1-3","Ratio","59.46"
"2010","S01002301","1-3","Ratio","56.54"
"2008","S01002301","1-3","Ratio","47.98"
"2007","S01002301","4-6","Ratio","64.24"
"2010","S01002301","4-6","Ratio","43.25"
"2008","S01002301","4-6","Ratio","51.73"
"2011","S01002301","4-6","Ratio","40.35"
"2006","S01002301","4-6","Ratio","73.47"
"2012","S01002301","4-6","Ratio","39.84"
"2009","S01002301","4-6","Ratio","43.12"
"2013","S01002301","4-6","Ratio","40.28"
"2008","S01002301","7-9","Ratio","0.29"
"2007","S01002301","7-9","Ratio","0.39"
"2009","S01002301","7-9","Ratio","0.23"
"2013","S01002301","7-9","Ratio","0.18"
"2010","S01002301","7-9","Ratio","0.21"
"2011","S01002301","7-9","Ratio","0.19"
"2006","S01002301","7-9","Ratio","0.45"
"2012","S01002301","7-9","Ratio","0.18"
"2006","S01002301","Unknown","Ratio",0
"2010","S01002301","Unknown","Ratio",0
"2012","S01002301","Unknown","Ratio",0
"2007","S01002301","Unknown","Ratio",0
"2008","S01002301","Unknown","Ratio",0
"2011","S01002301","Unknown","Ratio",0
"2009","S01002301","Unknown","Ratio",0
"2013","S01002301","Unknown","Ratio",0
"2007","S01002302","Median","Count",4
"2008","S01002302","5.0","Count",138
"2013","S01002302","5.0","Count",140
"2006","S01002302","5.0","Count",118
"2011","S01002302","5.0","Count",131
"2009","S01002302","5.0","Count",131
"2012","S01002302","5.0","Count",131
"2010","S01002302","5.0","Count",131
"2007","S01002302","5.0","Count",138
"2010","S01002302","6.0","Count",5
"2013","S01002302","6.0","Count",8
"2006","S01002302","6.0","Count",3
"2009","S01002302","6.0","Count",5
"2008","S01002302","6.0","Count",5
"2011","S01002302","6.0","Count",5
"2007","S01002302","6.0","Count",5
"2012","S01002302","6.0","Count",5
"2009","S01002302","7.0","Count",1
"2007","S01002302","7.0","Count",1
"2010","S01002302","7.0","Count",1
"2011","S01002302","7.0","Count",1
"2006","S01002302","7.0","Count",1
"2013","S01002302","7.0","Count",3
"2012","S01002302","7.0","Count",1
"2008","S01002302","7.0","Count",1
"2013","S01002302","8.0","Count",0
"2011","S01002302","8.0","Count",0
"2008","S01002302","8.0","Count",0
"2012","S01002302","8.0","Count",0
"2006","S01002302","8.0","Count",0
"2009","S01002302","8.0","Count",0
"2007","S01002302","8.0","Count",0
"2010","S01002302","8.0","Count",0
"2011","S01002302","9.0","Count",0
"2006","S01002302","9.0","Count",0
"2010","S01002302","9.0","Count",0
"2009","S01002302","9.0","Count",0
"2007","S01002302","9.0","Count",0
"2008","S01002302","9.0","Count",0
"2013","S01002302","9.0","Count",0
"2012","S01002302","9.0","Count",0
"2006","S01002302","Unknown","Count",0
"2007","S01002302","Unknown","Count",0
"2008","S01002302","Unknown","Count",0
"2009","S01002302","Unknown","Count",0
"2010","S01002302","Unknown","Count",0
"2011","S01002302","Unknown","Count",0
"2012","S01002302","Unknown","Count",0
"2013","S01002302","Unknown","Count",0
"2008","S01002302","1.0","Count",0
"2006","S01002302","1.0","Count",0
"2007","S01002302","1.0","Count",0
"2012","S01002302","1.0","Count",0
"2013","S01002302","1.0","Count",0
"2010","S01002302","1.0","Count",0
"2009","S01002302","1.0","Count",0
"2011","S01002302","1.0","Count",0
"2012","S01002302","2.0","Count",71
"2006","S01002302","2.0","Count",64
"2009","S01002302","2.0","Count",71
"2011","S01002302","2.0","Count",71
"2008","S01002302","2.0","Count",71
"2013","S01002302","2.0","Count",73
"2007","S01002302","2.0","Count",71
"2010","S01002302","2.0","Count",71
"2012","S01002302","3.0","Count",55
"2013","S01002302","3.0","Count",72
"2010","S01002302","3.0","Count",55
"2007","S01002302","3.0","Count",55
"2008","S01002302","3.0","Count",55
"2011","S01002302","3.0","Count",55
"2006","S01002302","3.0","Count",54
"2009","S01002302","3.0","Count",55
"2011","S01002302","4.0","Count",111
"2006","S01002302","4.0","Count",99
"2013","S01002302","4.0","Count",132
"2012","S01002302","4.0","Count",111
"2010","S01002302","4.0","Count",111
"2009","S01002302","4.0","Count",111
"2007","S01002302","4.0","Count",115
"2008","S01002302","4.0","Count",115
"2011","S01002302","10+","Ratio",0
"2012","S01002302","10+","Ratio",0
"2008","S01002302","10+","Ratio",0
"2009","S01002302","10+","Ratio",0
"2007","S01002302","10+","Ratio",0
"2010","S01002302","10+","Ratio",0
"2013","S01002302","10+","Ratio",0
"2006","S01002302","10+","Ratio",0
"2009","S01002302","1-3","Ratio","33.69"
"2013","S01002302","1-3","Ratio","33.88"
"2012","S01002302","1-3","Ratio","33.69"
"2007","S01002302","1-3","Ratio","32.73"
"2006","S01002302","1-3","Ratio","34.81"
"2011","S01002302","1-3","Ratio","33.69"
"2010","S01002302","1-3","Ratio","33.69"
"2008","S01002302","1-3","Ratio","32.73"
"2007","S01002302","4-6","Ratio","67.01"
"2010","S01002302","4-6","Ratio","66.04"
"2008","S01002302","4-6","Ratio","67.01"
"2011","S01002302","4-6","Ratio","66.04"
"2006","S01002302","4-6","Ratio","64.9"
"2012","S01002302","4-6","Ratio","66.04"
"2009","S01002302","4-6","Ratio","66.04"
"2013","S01002302","4-6","Ratio","65.42"
"2008","S01002302","7-9","Ratio","0.26"
"2007","S01002302","7-9","Ratio","0.26"
"2009","S01002302","7-9","Ratio","0.27"
"2013","S01002302","7-9","Ratio","0.7"
"2010","S01002302","7-9","Ratio","0.27"
"2011","S01002302","7-9","Ratio","0.27"
"2006","S01002302","7-9","Ratio","0.3"
"2012","S01002302","7-9","Ratio","0.27"
"2006","S01002302","Unknown","Ratio",0
"2010","S01002302","Unknown","Ratio",0
"2012","S01002302","Unknown","Ratio",0
"2007","S01002302","Unknown","Ratio",0
"2008","S01002302","Unknown","Ratio",0
"2011","S01002302","Unknown","Ratio",0
"2009","S01002302","Unknown","Ratio",0
"2013","S01002302","Unknown","Ratio",0
"2007","S01002303","Median","Count",3
"2008","S01002303","5.0","Count",11
"2013","S01002303","5.0","Count",13
"2006","S01002303","5.0","Count",8
"2011","S01002303","5.0","Count",13
"2009","S01002303","5.0","Count",12
"2012","S01002303","5.0","Count",13
"2010","S01002303","5.0","Count",12
"2007","S01002303","5.0","Count",9
"2010","S01002303","6.0","Count",1
"2013","S01002303","6.0","Count",1
"2006","S01002303","6.0","Count",0
"2009","S01002303","6.0","Count",1
"2008","S01002303","6.0","Count",1
"2011","S01002303","6.0","Count",1
"2007","S01002303","6.0","Count",0
"2012","S01002303","6.0","Count",1
"2009","S01002303","7.0","Count",0
"2007","S01002303","7.0","Count",0
"2010","S01002303","7.0","Count",0
"2011","S01002303","7.0","Count",0
"2006","S01002303","7.0","Count",0
"2013","S01002303","7.0","Count",0
"2012","S01002303","7.0","Count",0
"2008","S01002303","7.0","Count",0
"2013","S01002303","8.0","Count",1
"2011","S01002303","8.0","Count",1
"2008","S01002303","8.0","Count",1
"2012","S01002303","8.0","Count",1
"2006","S01002303","8.0","Count",1
"2009","S01002303","8.0","Count",1
"2007","S01002303","8.0","Count",1
"2010","S01002303","8.0","Count",1
"2011","S01002303","9.0","Count",0
"2006","S01002303","9.0","Count",0
"2010","S01002303","9.0","Count",0
"2009","S01002303","9.0","Count",0
"2007","S01002303","9.0","Count",0
"2008","S01002303","9.0","Count",0
"2013","S01002303","9.0","Count",0
"2012","S01002303","9.0","Count",0
"2006","S01002303","Unknown","Count",1
"2007","S01002303","Unknown","Count",0
"2008","S01002303","Unknown","Count",0
"2009","S01002303","Unknown","Count",0
"2010","S01002303","Unknown","Count",0
"2011","S01002303","Unknown","Count",0
"2012","S01002303","Unknown","Count",0
"2013","S01002303","Unknown","Count",0
"2008","S01002303","1.0","Count",0
"2006","S01002303","1.0","Count",0
"2007","S01002303","1.0","Count",0
"2012","S01002303","1.0","Count",0
"2013","S01002303","1.0","Count",0
"2010","S01002303","1.0","Count",0
"2009","S01002303","1.0","Count",0
"2011","S01002303","1.0","Count",0
"2012","S01002303","2.0","Count",61
"2006","S01002303","2.0","Count",60
"2009","S01002303","2.0","Count",61
"2011","S01002303","2.0","Count",61
"2008","S01002303","2.0","Count",61
"2013","S01002303","2.0","Count",61
"2007","S01002303","2.0","Count",61
"2010","S01002303","2.0","Count",61
"2012","S01002303","3.0","Count",235
"2013","S01002303","3.0","Count",235
"2010","S01002303","3.0","Count",235
"2007","S01002303","3.0","Count",238
"2008","S01002303","3.0","Count",236
"2011","S01002303","3.0","Count",235
"2006","S01002303","3.0","Count",239
"2009","S01002303","3.0","Count",235
"2011","S01002303","4.0","Count",79
"2006","S01002303","4.0","Count",81
"2013","S01002303","4.0","Count",79
"2012","S01002303","4.0","Count",79
"2010","S01002303","4.0","Count",80
"2009","S01002303","4.0","Count",80
"2007","S01002303","4.0","Count",81
"2008","S01002303","4.0","Count",80
"2011","S01002303","10+","Ratio",0
"2012","S01002303","10+","Ratio",0
"2008","S01002303","10+","Ratio",0
"2009","S01002303","10+","Ratio",0
"2007","S01002303","10+","Ratio",0
"2010","S01002303","10+","Ratio",0
"2013","S01002303","10+","Ratio",0
"2006","S01002303","10+","Ratio",0
"2009","S01002303","1-3","Ratio","75.9"
"2013","S01002303","1-3","Ratio","75.9"
"2012","S01002303","1-3","Ratio","75.9"
"2007","S01002303","1-3","Ratio","76.67"
"2006","S01002303","1-3","Ratio","76.67"
"2011","S01002303","1-3","Ratio","75.9"
"2010","S01002303","1-3","Ratio","75.9"
"2008","S01002303","1-3","Ratio","76.15"
"2007","S01002303","4-6","Ratio","23.08"
"2010","S01002303","4-6","Ratio","23.85"
"2008","S01002303","4-6","Ratio","23.59"
"2011","S01002303","4-6","Ratio","23.85"
"2006","S01002303","4-6","Ratio","22.82"
"2012","S01002303","4-6","Ratio","23.85"
"2009","S01002303","4-6","Ratio","23.85"
"2013","S01002303","4-6","Ratio","23.85"
"2008","S01002303","7-9","Ratio","0.26"
"2007","S01002303","7-9","Ratio","0.26"
"2009","S01002303","7-9","Ratio","0.26"
"2013","S01002303","7-9","Ratio","0.26"
"2010","S01002303","7-9","Ratio","0.26"
"2011","S01002303","7-9","Ratio","0.26"
"2006","S01002303","7-9","Ratio","0.26"
"2012","S01002303","7-9","Ratio","0.26"
"2006","S01002303","Unknown","Ratio","0.26"
"2010","S01002303","Unknown","Ratio",0
"2012","S01002303","Unknown","Ratio",0
"2007","S01002303","Unknown","Ratio",0
"2008","S01002303","Unknown","Ratio",0
"2011","S01002303","Unknown","Ratio",0
"2009","S01002303","Unknown","Ratio",0
"2013","S01002303","Unknown","Ratio",0
"2007","S01002304","Median","Count",3
"2008","S01002304","5.0","Count",45
"2013","S01002304","5.0","Count",48
"2006","S01002304","5.0","Count",36
"2011","S01002304","5.0","Count",48
"2009","S01002304","5.0","Count",47
"2012","S01002304","5.0","Count",48
"2010","S01002304","5.0","Count",48
"2007","S01002304","5.0","Count",36
"2010","S01002304","6.0","Count",17
"2013","S01002304","6.0","Count",17
"2006","S01002304","6.0","Count",16
"2009","S01002304","6.0","Count",17
"2008","S01002304","6.0","Count",17
"2011","S01002304","6.0","Count",17
"2007","S01002304","6.0","Count",16
"2012","S01002304","6.0","Count",17
"2009","S01002304","7.0","Count",8
"2007","S01002304","7.0","Count",2
"2010","S01002304","7.0","Count",8
"2011","S01002304","7.0","Count",8
"2006","S01002304","7.0","Count",2
"2013","S01002304","7.0","Count",8
"2012","S01002304","7.0","Count",8
"2008","S01002304","7.0","Count",7
"2013","S01002304","8.0","Count",1
"2011","S01002304","8.0","Count",1
"2008","S01002304","8.0","Count",1
"2012","S01002304","8.0","Count",1
"2006","S01002304","8.0","Count",1
"2009","S01002304","8.0","Count",1
"2007","S01002304","8.0","Count",1
"2010","S01002304","8.0","Count",1
"2011","S01002304","9.0","Count",0
"2006","S01002304","9.0","Count",0
"2010","S01002304","9.0","Count",0
"2009","S01002304","9.0","Count",0
"2007","S01002304","9.0","Count",0
"2008","S01002304","9.0","Count",0
"2013","S01002304","9.0","Count",0
"2012","S01002304","9.0","Count",0
"2006","S01002304","Unknown","Count",8
"2007","S01002304","Unknown","Count",0
"2008","S01002304","Unknown","Count",0
"2009","S01002304","Unknown","Count",0
"2010","S01002304","Unknown","Count",0
"2011","S01002304","Unknown","Count",0
"2012","S01002304","Unknown","Count",0
"2013","S01002304","Unknown","Count",0
"2008","S01002304","1.0","Count",1
"2006","S01002304","1.0","Count",1
"2007","S01002304","1.0","Count",1
"2012","S01002304","1.0","Count",1
"2013","S01002304","1.0","Count",1
"2010","S01002304","1.0","Count",1
"2009","S01002304","1.0","Count",1
"2011","S01002304","1.0","Count",1
"2012","S01002304","2.0","Count",170
"2006","S01002304","2.0","Count",167
"2009","S01002304","2.0","Count",170
"2011","S01002304","2.0","Count",170
"2008","S01002304","2.0","Count",169
"2013","S01002304","2.0","Count",171
"2007","S01002304","2.0","Count",168
"2010","S01002304","2.0","Count",170
"2012","S01002304","3.0","Count",623
"2013","S01002304","3.0","Count",623
"2010","S01002304","3.0","Count",623
"2007","S01002304","3.0","Count",576
"2008","S01002304","3.0","Count",586
"2011","S01002304","3.0","Count",625
"2006","S01002304","3.0","Count",571
"2009","S01002304","3.0","Count",620
"2011","S01002304","4.0","Count",164
"2006","S01002304","4.0","Count",146
"2013","S01002304","4.0","Count",164
"2012","S01002304","4.0","Count",164
"2010","S01002304","4.0","Count",164
"2009","S01002304","4.0","Count",166
"2007","S01002304","4.0","Count",149
"2008","S01002304","4.0","Count",158
"2011","S01002304","10+","Ratio",0
"2012","S01002304","10+","Ratio",0
"2008","S01002304","10+","Ratio",0
"2009","S01002304","10+","Ratio",0
"2007","S01002304","10+","Ratio",0
"2010","S01002304","10+","Ratio",0
"2013","S01002304","10+","Ratio",0
"2006","S01002304","10+","Ratio","0.84"
"2009","S01002304","1-3","Ratio","76.8"
"2013","S01002304","1-3","Ratio","76.96"
"2012","S01002304","1-3","Ratio","76.94"
"2007","S01002304","1-3","Ratio","78.5"
"2006","S01002304","1-3","Ratio","77.95"
"2011","S01002304","1-3","Ratio","76.98"
"2010","S01002304","1-3","Ratio","76.94"
"2008","S01002304","1-3","Ratio","76.83"
"2007","S01002304","4-6","Ratio","21.18"
"2010","S01002304","4-6","Ratio","22.19"
"2008","S01002304","4-6","Ratio","22.36"
"2011","S01002304","4-6","Ratio","22.15"
"2006","S01002304","4-6","Ratio","20.89"
"2012","S01002304","4-6","Ratio","22.19"
"2009","S01002304","4-6","Ratio","22.33"
"2013","S01002304","4-6","Ratio","22.17"
"2008","S01002304","7-9","Ratio","0.81"
"2007","S01002304","7-9","Ratio","0.32"
"2009","S01002304","7-9","Ratio","0.87"
"2013","S01002304","7-9","Ratio","0.87"
"2010","S01002304","7-9","Ratio","0.87"
"2011","S01002304","7-9","Ratio","0.87"
"2006","S01002304","7-9","Ratio","0.32"
"2012","S01002304","7-9","Ratio","0.87"
"2006","S01002304","Unknown","Ratio",0
"2010","S01002304","Unknown","Ratio",0
"2012","S01002304","Unknown","Ratio",0
"2007","S01002304","Unknown","Ratio",0
"2008","S01002304","Unknown","Ratio",0
"2011","S01002304","Unknown","Ratio",0
"2009","S01002304","Unknown","Ratio",0
"2013","S01002304","Unknown","Ratio",0
"2007","S01002305","Median","Count",3
"2008","S01002305","5.0","Count",40
"2013","S01002305","5.0","Count",41
"2006","S01002305","5.0","Count",40
"2011","S01002305","5.0","Count",40
"2009","S01002305","5.0","Count",40
"2012","S01002305","5.0","Count",40
"2010","S01002305","5.0","Count",40
"2007","S01002305","5.0","Count",40
"2010","S01002305","6.0","Count",3
"2013","S01002305","6.0","Count",3
"2006","S01002305","6.0","Count",4
"2009","S01002305","6.0","Count",4
"2008","S01002305","6.0","Count",4
"2011","S01002305","6.0","Count",3
"2007","S01002305","6.0","Count",4
"2012","S01002305","6.0","Count",3
"2009","S01002305","7.0","Count",3
"2007","S01002305","7.0","Count",3
"2010","S01002305","7.0","Count",3
"2011","S01002305","7.0","Count",3
"2006","S01002305","7.0","Count",3
"2013","S01002305","7.0","Count",3
"2012","S01002305","7.0","Count",3
"2008","S01002305","7.0","Count",3
"2013","S01002305","8.0","Count",2
"2011","S01002305","8.0","Count",2
"2008","S01002305","8.0","Count",2
"2012","S01002305","8.0","Count",2
"2006","S01002305","8.0","Count",1
"2009","S01002305","8.0","Count",2
"2007","S01002305","8.0","Count",1
"2010","S01002305","8.0","Count",2
"2011","S01002305","9.0","Count",2
"2006","S01002305","9.0","Count",3
"2010","S01002305","9.0","Count",2
"2009","S01002305","9.0","Count",2
"2007","S01002305","9.0","Count",3
"2008","S01002305","9.0","Count",2
"2013","S01002305","9.0","Count",2
"2012","S01002305","9.0","Count",2
"2006","S01002305","Unknown","Count",40
"2007","S01002305","Unknown","Count",0
"2008","S01002305","Unknown","Count",0
"2009","S01002305","Unknown","Count",0
"2010","S01002305","Unknown","Count",0
"2011","S01002305","Unknown","Count",0
"2012","S01002305","Unknown","Count",0
"2013","S01002305","Unknown","Count",0
"2008","S01002305","1.0","Count",3
"2006","S01002305","1.0","Count",3
"2007","S01002305","1.0","Count",3
"2012","S01002305","1.0","Count",3
"2013","S01002305","1.0","Count",3
"2010","S01002305","1.0","Count",3
"2009","S01002305","1.0","Count",3
"2011","S01002305","1.0","Count",3
"2012","S01002305","2.0","Count",216
"2006","S01002305","2.0","Count",191
"2009","S01002305","2.0","Count",216
"2011","S01002305","2.0","Count",216
"2008","S01002305","2.0","Count",218
"2013","S01002305","2.0","Count",216
"2007","S01002305","2.0","Count",217
"2010","S01002305","2.0","Count",216
"2012","S01002305","3.0","Count",179
"2013","S01002305","3.0","Count",179
"2010","S01002305","3.0","Count",179
"2007","S01002305","3.0","Count",176
"2008","S01002305","3.0","Count",177
"2011","S01002305","3.0","Count",179
"2006","S01002305","3.0","Count",162
"2009","S01002305","3.0","Count",179
"2011","S01002305","4.0","Count",52
"2006","S01002305","4.0","Count",53
"2013","S01002305","4.0","Count",51
"2012","S01002305","4.0","Count",52
"2010","S01002305","4.0","Count",52
"2009","S01002305","4.0","Count",52
"2007","S01002305","4.0","Count",53
"2008","S01002305","4.0","Count",52
"2011","S01002305","10+","Ratio",0
"2012","S01002305","10+","Ratio",0
"2008","S01002305","10+","Ratio",0
"2009","S01002305","10+","Ratio",0
"2007","S01002305","10+","Ratio",0
"2010","S01002305","10+","Ratio",0
"2013","S01002305","10+","Ratio",0
"2006","S01002305","10+","Ratio",8
"2009","S01002305","1-3","Ratio","79.44"
"2013","S01002305","1-3","Ratio","79.6"
"2012","S01002305","1-3","Ratio","79.6"
"2007","S01002305","1-3","Ratio","79.2"
"2006","S01002305","1-3","Ratio","71.2"
"2011","S01002305","1-3","Ratio","79.6"
"2010","S01002305","1-3","Ratio","79.6"
"2008","S01002305","1-3","Ratio","79.44"
"2007","S01002305","4-6","Ratio","19.4"
"2010","S01002305","4-6","Ratio",19
"2008","S01002305","4-6","Ratio","19.16"
"2011","S01002305","4-6","Ratio",19
"2006","S01002305","4-6","Ratio","19.4"
"2012","S01002305","4-6","Ratio",19
"2009","S01002305","4-6","Ratio","19.16"
"2013","S01002305","4-6","Ratio",19
"2008","S01002305","7-9","Ratio","1.4"
"2007","S01002305","7-9","Ratio","1.4"
"2009","S01002305","7-9","Ratio","1.4"
"2013","S01002305","7-9","Ratio","1.4"
"2010","S01002305","7-9","Ratio","1.4"
"2011","S01002305","7-9","Ratio","1.4"
"2006","S01002305","7-9","Ratio","1.4"
"2012","S01002305","7-9","Ratio","1.4"
"2006","S01002305","Unknown","Ratio",0
"2010","S01002305","Unknown","Ratio",0
"2012","S01002305","Unknown","Ratio",0
"2007","S01002305","Unknown","Ratio",0
"2008","S01002305","Unknown","Ratio",0
"2011","S01002305","Unknown","Ratio",0
"2009","S01002305","Unknown","Ratio",0
"2013","S01002305","Unknown","Ratio",0
"2007","S01002306","Median","Count",3
"2008","S01002306","5.0","Count",61
"2013","S01002306","5.0","Count",25
"2006","S01002306","5.0","Count",60
"2011","S01002306","5.0","Count",61
"2009","S01002306","5.0","Count",62
"2012","S01002306","5.0","Count",61
"2010","S01002306","5.0","Count",62
"2007","S01002306","5.0","Count",61
"2010","S01002306","6.0","Count",10
"2013","S01002306","6.0","Count",11
"2006","S01002306","6.0","Count",9
"2009","S01002306","6.0","Count",10
"2008","S01002306","6.0","Count",10
"2011","S01002306","6.0","Count",11
"2007","S01002306","6.0","Count",9
"2012","S01002306","6.0","Count",11
"2009","S01002306","7.0","Count",5
"2007","S01002306","7.0","Count",5
"2010","S01002306","7.0","Count",5
"2011","S01002306","7.0","Count",5
"2006","S01002306","7.0","Count",6
"2013","S01002306","7.0","Count",6
"2012","S01002306","7.0","Count",6
"2008","S01002306","7.0","Count",5
"2013","S01002306","8.0","Count",7
"2011","S01002306","8.0","Count",7
"2008","S01002306","8.0","Count",7
"2012","S01002306","8.0","Count",7
"2006","S01002306","8.0","Count",6
"2009","S01002306","8.0","Count",7
"2007","S01002306","8.0","Count",6
"2010","S01002306","8.0","Count",7
"2011","S01002306","9.0","Count",5
"2006","S01002306","9.0","Count",6
"2010","S01002306","9.0","Count",5
"2009","S01002306","9.0","Count",5
"2007","S01002306","9.0","Count",6
"2008","S01002306","9.0","Count",5
"2013","S01002306","9.0","Count",5
"2012","S01002306","9.0","Count",5
"2006","S01002306","Unknown","Count",1
"2007","S01002306","Unknown","Count",0
"2008","S01002306","Unknown","Count",0
"2009","S01002306","Unknown","Count",0
"2010","S01002306","Unknown","Count",0
"2011","S01002306","Unknown","Count",0
"2012","S01002306","Unknown","Count",0
"2013","S01002306","Unknown","Count",0
"2008","S01002306","1.0","Count",10
"2006","S01002306","1.0","Count",10
"2007","S01002306","1.0","Count",10
"2012","S01002306","1.0","Count",10
