"year","zone","rooms","measure","value"
"2013","S01002306","1.0","Count",10
"2010","S01002306","1.0","Count",10
"2009","S01002306","1.0","Count",10
"2011","S01002306","1.0","Count",10
"2012","S01002306","2.0","Count",29
"2006","S01002306","2.0","Count",29
"2009","S01002306","2.0","Count",29
"2011","S01002306","2.0","Count",29
"2008","S01002306","2.0","Count",29
"2013","S01002306","2.0","Count",21
"2007","S01002306","2.0","Count",29
"2010","S01002306","2.0","Count",29
"2012","S01002306","3.0","Count",158
"2013","S01002306","3.0","Count",57
"2010","S01002306","3.0","Count",158
"2007","S01002306","3.0","Count",157
"2008","S01002306","3.0","Count",158
"2011","S01002306","3.0","Count",157
"2006","S01002306","3.0","Count",156
"2009","S01002306","3.0","Count",158
"2011","S01002306","4.0","Count",94
"2006","S01002306","4.0","Count",97
"2013","S01002306","4.0","Count",82
"2012","S01002306","4.0","Count",94
"2010","S01002306","4.0","Count",94
"2009","S01002306","4.0","Count",94
"2007","S01002306","4.0","Count",96
"2008","S01002306","4.0","Count",95
"2011","S01002306","10+","Ratio","0.26"
"2012","S01002306","10+","Ratio","0.26"
"2008","S01002306","10+","Ratio","0.26"
"2009","S01002306","10+","Ratio","0.26"
"2007","S01002306","10+","Ratio","0.26"
"2010","S01002306","10+","Ratio","0.26"
"2013","S01002306","10+","Ratio","0.44"
"2006","S01002306","10+","Ratio","0.52"
"2009","S01002306","1-3","Ratio","51.71"
"2013","S01002306","1-3","Ratio","39.11"
"2012","S01002306","1-3","Ratio","51.57"
"2007","S01002306","1-3","Ratio","51.58"
"2006","S01002306","1-3","Ratio","51.18"
"2011","S01002306","1-3","Ratio","51.58"
"2010","S01002306","1-3","Ratio","51.71"
"2008","S01002306","1-3","Ratio","51.71"
"2007","S01002306","4-6","Ratio","43.68"
"2010","S01002306","4-6","Ratio","43.57"
"2008","S01002306","4-6","Ratio","43.57"
"2011","S01002306","4-6","Ratio","43.68"
"2006","S01002306","4-6","Ratio","43.57"
"2012","S01002306","4-6","Ratio","43.46"
"2009","S01002306","4-6","Ratio","43.57"
"2013","S01002306","4-6","Ratio","52.44"
"2008","S01002306","7-9","Ratio","4.46"
"2007","S01002306","7-9","Ratio","4.47"
"2009","S01002306","7-9","Ratio","4.46"
"2013","S01002306","7-9","Ratio",8
"2010","S01002306","7-9","Ratio","4.46"
"2011","S01002306","7-9","Ratio","4.47"
"2006","S01002306","7-9","Ratio","4.72"
"2012","S01002306","7-9","Ratio","4.71"
"2006","S01002306","Unknown","Ratio",0
"2010","S01002306","Unknown","Ratio",0
"2012","S01002306","Unknown","Ratio",0
"2007","S01002306","Unknown","Ratio",0
"2008","S01002306","Unknown","Ratio",0
"2011","S01002306","Unknown","Ratio",0
"2009","S01002306","Unknown","Ratio",0
"2013","S01002306","Unknown","Ratio",0
"2007","S01002307","Median","Count",3
"2008","S01002307","5.0","Count",37
"2013","S01002307","5.0","Count",38
"2006","S01002307","5.0","Count",37
"2011","S01002307","5.0","Count",37
"2009","S01002307","5.0","Count",37
"2012","S01002307","5.0","Count",37
"2010","S01002307","5.0","Count",37
"2007","S01002307","5.0","Count",37
"2010","S01002307","6.0","Count",4
"2013","S01002307","6.0","Count",4
"2006","S01002307","6.0","Count",5
"2009","S01002307","6.0","Count",4
"2008","S01002307","6.0","Count",4
"2011","S01002307","6.0","Count",4
"2007","S01002307","6.0","Count",4
"2012","S01002307","6.0","Count",4
"2009","S01002307","7.0","Count",0
"2007","S01002307","7.0","Count",0
"2010","S01002307","7.0","Count",0
"2011","S01002307","7.0","Count",0
"2006","S01002307","7.0","Count",0
"2013","S01002307","7.0","Count",0
"2012","S01002307","7.0","Count",0
"2008","S01002307","7.0","Count",0
"2013","S01002307","8.0","Count",0
"2011","S01002307","8.0","Count",0
"2008","S01002307","8.0","Count",0
"2012","S01002307","8.0","Count",0
"2006","S01002307","8.0","Count",0
"2009","S01002307","8.0","Count",0
"2007","S01002307","8.0","Count",0
"2010","S01002307","8.0","Count",0
"2011","S01002307","9.0","Count",0
"2006","S01002307","9.0","Count",0
"2010","S01002307","9.0","Count",0
"2009","S01002307","9.0","Count",0
"2007","S01002307","9.0","Count",0
"2008","S01002307","9.0","Count",0
"2013","S01002307","9.0","Count",0
"2012","S01002307","9.0","Count",0
"2006","S01002307","Unknown","Count",18
"2007","S01002307","Unknown","Count",0
"2008","S01002307","Unknown","Count",0
"2009","S01002307","Unknown","Count",0
"2010","S01002307","Unknown","Count",0
"2011","S01002307","Unknown","Count",0
"2012","S01002307","Unknown","Count",0
"2013","S01002307","Unknown","Count",0
"2008","S01002307","1.0","Count",13
"2006","S01002307","1.0","Count",13
"2007","S01002307","1.0","Count",13
"2012","S01002307","1.0","Count",12
"2013","S01002307","1.0","Count",12
"2010","S01002307","1.0","Count",12
"2009","S01002307","1.0","Count",12
"2011","S01002307","1.0","Count",12
"2012","S01002307","2.0","Count",210
"2006","S01002307","2.0","Count",176
"2009","S01002307","2.0","Count",183
"2011","S01002307","2.0","Count",188
"2008","S01002307","2.0","Count",197
"2013","S01002307","2.0","Count",211
"2007","S01002307","2.0","Count",193
"2010","S01002307","2.0","Count",182
"2012","S01002307","3.0","Count",383
"2013","S01002307","3.0","Count",386
"2010","S01002307","3.0","Count",358
"2007","S01002307","3.0","Count",358
"2008","S01002307","3.0","Count",384
"2011","S01002307","3.0","Count",367
"2006","S01002307","3.0","Count",308
"2009","S01002307","3.0","Count",345
"2011","S01002307","4.0","Count",152
"2006","S01002307","4.0","Count",148
"2013","S01002307","4.0","Count",158
"2012","S01002307","4.0","Count",158
"2010","S01002307","4.0","Count",151
"2009","S01002307","4.0","Count",150
"2007","S01002307","4.0","Count",158
"2008","S01002307","4.0","Count",160
"2011","S01002307","10+","Ratio","0.13"
"2012","S01002307","10+","Ratio","0.12"
"2008","S01002307","10+","Ratio","0.13"
"2009","S01002307","10+","Ratio","0.14"
"2007","S01002307","10+","Ratio","0.13"
"2010","S01002307","10+","Ratio","0.13"
"2013","S01002307","10+","Ratio","0.12"
"2006","S01002307","10+","Ratio","2.69"
"2009","S01002307","1-3","Ratio","73.77"
"2013","S01002307","1-3","Ratio","75.19"
"2012","S01002307","1-3","Ratio","75.16"
"2007","S01002307","1-3","Ratio","73.82"
"2006","S01002307","1-3","Ratio","70.4"
"2011","S01002307","1-3","Ratio","74.51"
"2010","S01002307","1-3","Ratio","74.09"
"2008","S01002307","1-3","Ratio","74.62"
"2007","S01002307","4-6","Ratio","26.05"
"2010","S01002307","4-6","Ratio","25.77"
"2008","S01002307","4-6","Ratio","25.25"
"2011","S01002307","4-6","Ratio","25.36"
"2006","S01002307","4-6","Ratio","26.91"
"2012","S01002307","4-6","Ratio","24.72"
"2009","S01002307","4-6","Ratio","26.09"
"2013","S01002307","4-6","Ratio","24.69"
"2008","S01002307","7-9","Ratio",0
"2007","S01002307","7-9","Ratio",0
"2009","S01002307","7-9","Ratio",0
"2013","S01002307","7-9","Ratio",0
"2010","S01002307","7-9","Ratio",0
"2011","S01002307","7-9","Ratio",0
"2006","S01002307","7-9","Ratio",0
"2012","S01002307","7-9","Ratio",0
"2006","S01002307","Unknown","Ratio",0
"2010","S01002307","Unknown","Ratio",0
"2012","S01002307","Unknown","Ratio",0
"2007","S01002307","Unknown","Ratio",0
"2008","S01002307","Unknown","Ratio",0
"2011","S01002307","Unknown","Ratio",0
"2009","S01002307","Unknown","Ratio",0
"2013","S01002307","Unknown","Ratio",0
"2007","S01002308","Median","Count",4
"2008","S01002308","5.0","Count",119
"2013","S01002308","5.0","Count",118
"2006","S01002308","5.0","Count",118
"2011","S01002308","5.0","Count",120
"2009","S01002308","5.0","Count",120
"2012","S01002308","5.0","Count",120
"2010","S01002308","5.0","Count",120
"2007","S01002308","5.0","Count",118
"2010","S01002308","6.0","Count",21
"2013","S01002308","6.0","Count",22
"2006","S01002308","6.0","Count",21
"2009","S01002308","6.0","Count",21
"2008","S01002308","6.0","Count",21
"2011","S01002308","6.0","Count",21
"2007","S01002308","6.0","Count",21
"2012","S01002308","6.0","Count",21
"2009","S01002308","7.0","Count",6
"2007","S01002308","7.0","Count",6
"2010","S01002308","7.0","Count",6
"2011","S01002308","7.0","Count",6
"2006","S01002308","7.0","Count",6
"2013","S01002308","7.0","Count",6
"2012","S01002308","7.0","Count",6
"2008","S01002308","7.0","Count",6
"2013","S01002308","8.0","Count",2
"2011","S01002308","8.0","Count",2
"2008","S01002308","8.0","Count",2
"2012","S01002308","8.0","Count",2
"2006","S01002308","8.0","Count",2
"2009","S01002308","8.0","Count",2
"2007","S01002308","8.0","Count",2
"2010","S01002308","8.0","Count",2
"2011","S01002308","9.0","Count",1
"2006","S01002308","9.0","Count",1
"2010","S01002308","9.0","Count",1
"2009","S01002308","9.0","Count",1
"2007","S01002308","9.0","Count",1
"2008","S01002308","9.0","Count",1
"2013","S01002308","9.0","Count",1
"2012","S01002308","9.0","Count",1
"2006","S01002308","Unknown","Count",0
"2007","S01002308","Unknown","Count",0
"2008","S01002308","Unknown","Count",0
"2009","S01002308","Unknown","Count",0
"2010","S01002308","Unknown","Count",0
"2011","S01002308","Unknown","Count",0
"2012","S01002308","Unknown","Count",0
"2013","S01002308","Unknown","Count",0
"2008","S01002308","1.0","Count",0
"2006","S01002308","1.0","Count",0
"2007","S01002308","1.0","Count",0
"2012","S01002308","1.0","Count",0
"2013","S01002308","1.0","Count",0
"2010","S01002308","1.0","Count",0
"2009","S01002308","1.0","Count",0
"2011","S01002308","1.0","Count",0
"2012","S01002308","2.0","Count",53
"2006","S01002308","2.0","Count",50
"2009","S01002308","2.0","Count",52
"2011","S01002308","2.0","Count",53
"2008","S01002308","2.0","Count",52
"2013","S01002308","2.0","Count",53
"2007","S01002308","2.0","Count",51
"2010","S01002308","2.0","Count",53
"2012","S01002308","3.0","Count",180
"2013","S01002308","3.0","Count",180
"2010","S01002308","3.0","Count",180
"2007","S01002308","3.0","Count",178
"2008","S01002308","3.0","Count",178
"2011","S01002308","3.0","Count",180
"2006","S01002308","3.0","Count",178
"2009","S01002308","3.0","Count",180
"2011","S01002308","4.0","Count",136
"2006","S01002308","4.0","Count",124
"2013","S01002308","4.0","Count",137
"2012","S01002308","4.0","Count",136
"2010","S01002308","4.0","Count",136
"2009","S01002308","4.0","Count",132
"2007","S01002308","4.0","Count",124
"2008","S01002308","4.0","Count",123
"2011","S01002308","10+","Ratio","0.19"
"2012","S01002308","10+","Ratio","0.19"
"2008","S01002308","10+","Ratio","0.2"
"2009","S01002308","10+","Ratio","0.19"
"2007","S01002308","10+","Ratio","0.2"
"2010","S01002308","10+","Ratio","0.19"
"2013","S01002308","10+","Ratio","0.19"
"2006","S01002308","10+","Ratio","0.2"
"2009","S01002308","1-3","Ratio","45.05"
"2013","S01002308","1-3","Ratio","44.81"
"2012","S01002308","1-3","Ratio","44.81"
"2007","S01002308","1-3","Ratio","45.62"
"2006","S01002308","1-3","Ratio","45.51"
"2011","S01002308","1-3","Ratio","44.81"
"2010","S01002308","1-3","Ratio","44.81"
"2008","S01002308","1-3","Ratio","45.73"
"2007","S01002308","4-6","Ratio","52.39"
"2010","S01002308","4-6","Ratio","53.27"
"2008","S01002308","4-6","Ratio","52.29"
"2011","S01002308","4-6","Ratio","53.27"
"2006","S01002308","4-6","Ratio","52.5"
"2012","S01002308","4-6","Ratio","53.27"
"2009","S01002308","4-6","Ratio","53.01"
"2013","S01002308","4-6","Ratio","53.27"
"2008","S01002308","7-9","Ratio","1.79"
"2007","S01002308","7-9","Ratio","1.79"
"2009","S01002308","7-9","Ratio","1.75"
"2013","S01002308","7-9","Ratio","1.73"
"2010","S01002308","7-9","Ratio","1.73"
"2011","S01002308","7-9","Ratio","1.73"
"2006","S01002308","7-9","Ratio","1.8"
"2012","S01002308","7-9","Ratio","1.73"
"2006","S01002308","Unknown","Ratio",0
"2010","S01002308","Unknown","Ratio",0
"2012","S01002308","Unknown","Ratio",0
"2007","S01002308","Unknown","Ratio",0
"2008","S01002308","Unknown","Ratio",0
"2011","S01002308","Unknown","Ratio",0
"2009","S01002308","Unknown","Ratio",0
"2013","S01002308","Unknown","Ratio",0
"2007","S01002309","Median","Count",3
"2008","S01002309","5.0","Count",4
"2013","S01002309","5.0","Count",5
"2006","S01002309","5.0","Count",3
"2011","S01002309","5.0","Count",4
"2009","S01002309","5.0","Count",4
"2012","S01002309","5.0","Count",5
"2010","S01002309","5.0","Count",4
"2007","S01002309","5.0","Count",3
"2010","S01002309","6.0","Count",0
"2013","S01002309","6.0","Count",0
"2006","S01002309","6.0","Count",0
"2009","S01002309","6.0","Count",0
"2008","S01002309","6.0","Count",0
"2011","S01002309","6.0","Count",0
"2007","S01002309","6.0","Count",0
"2012","S01002309","6.0","Count",0
"2009","S01002309","7.0","Count",0
"2007","S01002309","7.0","Count",0
"2010","S01002309","7.0","Count",0
"2011","S01002309","7.0","Count",0
"2006","S01002309","7.0","Count",0
"2013","S01002309","7.0","Count",0
"2012","S01002309","7.0","Count",0
"2008","S01002309","7.0","Count",0
"2013","S01002309","8.0","Count",0
"2011","S01002309","8.0","Count",0
"2008","S01002309","8.0","Count",0
"2012","S01002309","8.0","Count",0
"2006","S01002309","8.0","Count",0
"2009","S01002309","8.0","Count",0
"2007","S01002309","8.0","Count",0
"2010","S01002309","8.0","Count",0
"2011","S01002309","9.0","Count",0
"2006","S01002309","9.0","Count",0
"2010","S01002309","9.0","Count",0
"2009","S01002309","9.0","Count",0
"2007","S01002309","9.0","Count",0
"2008","S01002309","9.0","Count",0
"2013","S01002309","9.0","Count",0
"2012","S01002309","9.0","Count",0
"2006","S01002309","Unknown","Count",0
"2007","S01002309","Unknown","Count",0
"2008","S01002309","Unknown","Count",0
"2009","S01002309","Unknown","Count",0
"2010","S01002309","Unknown","Count",0
"2011","S01002309","Unknown","Count",0
"2012","S01002309","Unknown","Count",0
"2013","S01002309","Unknown","Count",0
"2008","S01002309","1.0","Count",0
"2006","S01002309","1.0","Count",0
"2007","S01002309","1.0","Count",0
"2012","S01002309","1.0","Count",0
"2013","S01002309","1.0","Count",0
"2010","S01002309","1.0","Count",0
"2009","S01002309","1.0","Count",0
"2011","S01002309","1.0","Count",0
"2012","S01002309","2.0","Count",30
"2006","S01002309","2.0","Count",28
"2009","S01002309","2.0","Count",28
"2011","S01002309","2.0","Count",28
"2008","S01002309","2.0","Count",28
"2013","S01002309","2.0","Count",30
"2007","S01002309","2.0","Count",28
"2010","S01002309","2.0","Count",28
"2012","S01002309","3.0","Count",331
"2013","S01002309","3.0","Count",332
"2010","S01002309","3.0","Count",318
"2007","S01002309","3.0","Count",319
"2008","S01002309","3.0","Count",318
"2011","S01002309","3.0","Count",322
"2006","S01002309","3.0","Count",319
"2009","S01002309","3.0","Count",318
"2011","S01002309","4.0","Count",66
"2006","S01002309","4.0","Count",52
"2013","S01002309","4.0","Count",68
"2012","S01002309","4.0","Count",68
"2010","S01002309","4.0","Count",53
"2009","S01002309","4.0","Count",53
"2007","S01002309","4.0","Count",52
"2008","S01002309","4.0","Count",53
"2011","S01002309","10+","Ratio",0
"2012","S01002309","10+","Ratio",0
"2008","S01002309","10+","Ratio",0
"2009","S01002309","10+","Ratio",0
"2007","S01002309","10+","Ratio",0
"2010","S01002309","10+","Ratio",0
"2013","S01002309","10+","Ratio",0
"2006","S01002309","10+","Ratio",0
"2009","S01002309","1-3","Ratio","85.86"
"2013","S01002309","1-3","Ratio","83.22"
"2012","S01002309","1-3","Ratio","83.18"
"2007","S01002309","1-3","Ratio","86.32"
"2006","S01002309","1-3","Ratio","86.32"
"2011","S01002309","1-3","Ratio","83.33"
"2010","S01002309","1-3","Ratio","85.86"
"2008","S01002309","1-3","Ratio","85.86"
"2007","S01002309","4-6","Ratio","13.68"
"2010","S01002309","4-6","Ratio","14.14"
"2008","S01002309","4-6","Ratio","14.14"
"2011","S01002309","4-6","Ratio","16.67"
"2006","S01002309","4-6","Ratio","13.68"
"2012","S01002309","4-6","Ratio","16.82"
"2009","S01002309","4-6","Ratio","14.14"
"2013","S01002309","4-6","Ratio","16.78"
"2008","S01002309","7-9","Ratio",0
"2007","S01002309","7-9","Ratio",0
"2009","S01002309","7-9","Ratio",0
"2013","S01002309","7-9","Ratio",0
"2010","S01002309","7-9","Ratio",0
"2011","S01002309","7-9","Ratio",0
"2006","S01002309","7-9","Ratio",0
"2012","S01002309","7-9","Ratio",0
"2006","S01002309","Unknown","Ratio",0
"2010","S01002309","Unknown","Ratio",0
"2012","S01002309","Unknown","Ratio",0
"2007","S01002309","Unknown","Ratio",0
"2008","S01002309","Unknown","Ratio",0
"2011","S01002309","Unknown","Ratio",0
"2009","S01002309","Unknown","Ratio",0
"2013","S01002309","Unknown","Ratio",0
"2007","S01002310","Median","Count",3
"2008","S01002310","5.0","Count",20
"2013","S01002310","5.0","Count",23
"2006","S01002310","5.0","Count",19
"2011","S01002310","5.0","Count",21
"2009","S01002310","5.0","Count",20
"2012","S01002310","5.0","Count",22
"2010","S01002310","5.0","Count",21
"2007","S01002310","5.0","Count",19
"2010","S01002310","6.0","Count",2
"2013","S01002310","6.0","Count",2
"2006","S01002310","6.0","Count",2
"2009","S01002310","6.0","Count",2
"2008","S01002310","6.0","Count",2
"2011","S01002310","6.0","Count",2
"2007","S01002310","6.0","Count",2
"2012","S01002310","6.0","Count",2
"2009","S01002310","7.0","Count",0
"2007","S01002310","7.0","Count",0
"2010","S01002310","7.0","Count",0
"2011","S01002310","7.0","Count",1
"2006","S01002310","7.0","Count",0
"2013","S01002310","7.0","Count",1
"2012","S01002310","7.0","Count",1
"2008","S01002310","7.0","Count",0
"2013","S01002310","8.0","Count",0
"2011","S01002310","8.0","Count",0
"2008","S01002310","8.0","Count",0
"2012","S01002310","8.0","Count",0
"2006","S01002310","8.0","Count",0
"2009","S01002310","8.0","Count",0
"2007","S01002310","8.0","Count",0
"2010","S01002310","8.0","Count",0
"2011","S01002310","9.0","Count",0
"2006","S01002310","9.0","Count",0
"2010","S01002310","9.0","Count",0
"2009","S01002310","9.0","Count",0
"2007","S01002310","9.0","Count",0
"2008","S01002310","9.0","Count",0
"2013","S01002310","9.0","Count",0
"2012","S01002310","9.0","Count",0
"2006","S01002310","Unknown","Count",7
"2007","S01002310","Unknown","Count",0
"2008","S01002310","Unknown","Count",0
"2009","S01002310","Unknown","Count",0
"2010","S01002310","Unknown","Count",0
"2011","S01002310","Unknown","Count",0
"2012","S01002310","Unknown","Count",0
"2013","S01002310","Unknown","Count",0
"2008","S01002310","1.0","Count",2
"2006","S01002310","1.0","Count",2
"2007","S01002310","1.0","Count",2
"2012","S01002310","1.0","Count",2
"2013","S01002310","1.0","Count",2
"2010","S01002310","1.0","Count",2
"2009","S01002310","1.0","Count",2
"2011","S01002310","1.0","Count",2
"2012","S01002310","2.0","Count",161
"2006","S01002310","2.0","Count",142
"2009","S01002310","2.0","Count",159
